Accident_ID,Location,Severity,Weather_Condition,Number_of_Casualties,date_time,traffic_volume,weather_description,temp(K),rain_intensity_level,day_of_week,hour_of_day,State
203,Banjara Hills,Severe,Rain,9,05-01-2023 06:00,1195,drizzle rain,298.9,2,Thursday,6,Telangana
204,Jubilee Hills,Minor,Rain,21,05-01-2023 07:00,2517,drizzle rain,282.2,2,Thursday,7,Telangana
205,Anna Nagar,Minor,Rain,11,05-01-2023 08:00,1015,heavy rain,293.7,3,Thursday,8,Tamil Nadu
206,T. Nagar,Minor,Fog,10,05-01-2023 09:00,3542,thunderstorm with rain,289.8,4,Thursday,9,Tamil Nadu
207,Civil Lines,Severe,Fog,10,05-01-2023 10:00,655,thunderstorm with rain,279.3,4,Thursday,10,Rajasthan
208,Kalyani Nagar,Moderate,Rain,10,05-01-2023 11:00,3733,thunderstorm with rain,300.8,4,Thursday,11,Maharashtra
209,Vasant Kunj,Severe,Rain,21,05-01-2023 12:00,3998,thunderstorm with rain,297.9,4,Thursday,12,Delhi
210,Alwarpet,Minor,Fog,21,05-01-2023 13:00,1475,thunderstorm with rain,293,4,Thursday,13,Tamil Nadu
211,Koramangala,Moderate,Rain,3,05-01-2023 14:00,1216,thunderstorm with rain,299.8,4,Thursday,14,Karnataka
212,Bandra,Minor,Clear,5,05-01-2023 15:00,3973,light rain,300.4,1,Thursday,15,Maharashtra
213,Indiranagar,Moderate,Rain,6,05-01-2023 16:00,2543,drizzle rain,294.8,2,Thursday,16,Karnataka
214,Connaught Place,Severe,Rain,2,05-01-2023 17:00,3996,thunderstorm with rain,299.3,4,Thursday,17,Delhi
215,Salt Lake City,Minor,Rain,7,05-01-2023 18:00,2967,drizzle rain,294.4,2,Thursday,18,West Bengal
216,Gariahat,Minor,Rain,9,05-01-2023 19:00,537,drizzle rain,293.8,2,Thursday,19,West Bengal
217,Hinjewadi,Minor,Rain,8,05-01-2023 20:00,1078,light rain,291.7,1,Thursday,20,Maharashtra
218,Banjara Hills,Severe,Fog,0,05-01-2023 21:00,1276,thunderstorm with rain,296.3,4,Thursday,21,Telangana
219,Jubilee Hills,Moderate,Fog,0,05-01-2023 22:00,991,heavy rain,275.6,3,Thursday,22,Telangana
220,Anna Nagar,Severe,Rain,1,05-01-2023 23:00,2464,light rain,300.8,1,Thursday,23,Tamil Nadu
221,T. Nagar,Minor,Rain,2,06-01-2023 00:00,963,heavy rain,300.5,3,Friday,0,Tamil Nadu
222,Civil Lines,Moderate,Fog,4,06-01-2023 01:00,2435,drizzle rain,271,2,Friday,1,Rajasthan
223,Kalyani Nagar,Minor,Rain,10,06-01-2023 02:00,579,drizzle rain,298.9,2,Friday,2,Maharashtra
224,Vasant Kunj,Moderate,Clear,21,06-01-2023 03:00,692,light rain,274.5,1,Friday,3,Delhi
225,Alwarpet,Severe,Rain,5,06-01-2023 04:00,3312,light rain,281.7,1,Friday,4,Tamil Nadu
226,Koramangala,Minor,Rain,6,06-01-2023 05:00,1380,heavy rain,296,3,Friday,5,Karnataka
227,Bandra,Minor,Rain,3,06-01-2023 06:00,2262,thunderstorm with rain,275.6,4,Friday,6,Maharashtra
228,Indiranagar,Minor,Rain,8,06-01-2023 07:00,264,heavy rain,298.6,3,Friday,7,Karnataka
229,Connaught Place,Severe,Rain,9,06-01-2023 08:00,2768,light rain,299.1,1,Friday,8,Delhi
230,Salt Lake City,Moderate,Fog,21,06-01-2023 09:00,1567,heavy rain,287.8,3,Friday,9,West Bengal
231,Gariahat,Severe,Fog,11,06-01-2023 10:00,1352,light rain,270.2,1,Friday,10,West Bengal
232,Hinjewadi,Minor,Rain,10,06-01-2023 11:00,2227,heavy rain,280,3,Friday,11,Maharashtra
233,Banjara Hills,Moderate,Rain,10,06-01-2023 12:00,2895,light rain,291.6,1,Friday,12,Telangana
234,Jubilee Hills,Minor,Fog,10,06-01-2023 13:00,1695,light rain,304.3,1,Friday,13,Telangana
235,Anna Nagar,Moderate,Rain,21,06-01-2023 14:00,3334,light rain,292.1,1,Friday,14,Tamil Nadu
